timestamp,open,high,low,close,volume,SMA_50,SMA_200,VWAP,ATR,BB_middle,BB_std,BB_upper,BB_lower,RSI,EMA_12,EMA_26,MACD,MACD_signal,tx_count,total_supply,fear_greed_index,liquidity_depth,bid_ask_spread
2018-05-04,0.5,1.5,0.5,0.8899,20890213.82,0.6497206,0.4842752999999999,0.8899,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8899,0.8899,0.0,0.0,247,0.0,72.0,0.0,0.0
2018-05-05,0.8898,0.935,0.888,0.9028,16816165.3,0.6497206,0.4842752999999999,0.8956530990095768,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8918846153846154,0.8908555555555556,0.0010290598290597,0.0002058119658119,247,0.0,72.0,0.0,0.0
2018-05-06,0.9028,0.918,0.83774,0.86483,16002035.8,0.6497206,0.4842752999999999,0.8864695784280651,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8877223668639053,0.8889277366255145,-0.0012053697616092,-7.642437967228408e-05,247,0.0,72.0,0.0,0.0
2018-05-07,0.86482,0.86886,0.8,0.8249,17303486.4,0.6497206,0.4842752999999999,0.8714669050285331,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8780573873463814,0.8841849413199208,-0.0061275539735393,-0.0012866502984457,247,0.0,72.0,0.0,0.0
2018-05-08,0.8249,0.84802,0.792,0.80667,12971303.18,0.6497206,0.4842752999999999,0.8614589480179051,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8670747123700151,0.8784430938147414,-0.0113683814447262,-0.0033029965277018,247,0.0,72.0,0.0,0.0
2018-05-09,0.80667,0.81894,0.7569,0.79481,13982375.89,0.6497206,0.4842752999999999,0.8519463147016987,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8559570643130897,0.8722480498284643,-0.0162909855153745,-0.0059005943252363,247,0.0,72.0,0.0,0.0
2018-05-10,0.79481,0.80572,0.74085,0.74558,10136895.73,0.6497206,0.4842752999999999,0.8419722208602348,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8389759774956913,0.8628652313226521,-0.0238892538269608,-0.0094983262255812,247,0.0,72.0,0.0,0.0
2018-05-11,0.7492,0.75602,0.64758,0.6761,31292480.04,0.6497206,0.4842752999999999,0.8047359154482832,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.8139181348040465,0.8490307697431965,-0.0351126349391499,-0.014621187968295,247,0.0,72.0,0.0,0.0
2018-05-12,0.67376,0.71,0.62519,0.68522,18181151.11,0.6497206,0.4842752999999999,0.7909461540659185,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.7941184217572701,0.8368966386511079,-0.0427782168938377,-0.0202525937534035,247,0.0,72.0,0.0,0.0
2018-05-13,0.68192,0.7501,0.66456,0.72999,17521261.77,0.6497206,0.4842752999999999,0.7848465265401764,0.1363535714285714,0.7328725,0.0865713289037306,0.9060151578074612,0.5597298421925387,20.97870525972561,0.7842525107176901,0.8289776283806554,-0.0447251176629652,-0.0251470985353158,247,0.0,72.0,0.0,0.0
