timestamp,open,high,low,close,volume,SMA_50,SMA_200,VWAP,ATR,BB_middle,BB_upper,BB_lower,RSI,EMA_12,EMA_26,MACD,MACD_signal
2024-08-11,4.752,4.828,4.466,4.496,569748.585,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-12,4.496,4.68,4.45,4.586,1109071.098,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-13,4.586,4.616,4.399,4.547,1189487.37,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-14,4.547,4.555,4.349,4.385,1374158.679,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-15,4.385,4.482,4.229,4.278,1785151.742,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-16,4.278,4.386,4.212,4.293,1279197.268,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-17,4.293,4.384,4.274,4.37,423046.805,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-18,4.37,4.527,4.345,4.391,985153.67,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-19,4.391,4.504,4.346,4.483,1384648.281,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-20,4.483,4.603,4.455,4.522,1180858.946,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-21,4.522,4.748,4.491,4.664,1123203.449,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
2024-08-22,4.664,4.714,4.595,4.693,924818.09,5.6766,5.6413,6.422926992348962,0.31428571428571433,4.8829,5.2903216230725825,4.475478376927418,38.17787418655097,4.851305146101409,5.0992637714036535,-0.24795862530224433,-0.28297919205016275
