timestamp,open,high,low,close,volume,SMA_50,SMA_200,VWAP,ATR,BB_middle,BB_upper,BB_lower,RSI,EMA_12,EMA_26,MACD,MACD_signal
2024-08-11,2610.06,2719.9,2539.35,2555.45,128207.60964,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-12,2555.45,2750.7,2509.6,2722.59,190300.39146,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-13,2722.59,2738.91,2610.31,2702.38,181098.6481,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-14,2702.38,2784.78,2631.91,2661.12,161255.2294,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-15,2661.12,2675.66,2515.14,2569.98,176856.78525,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-16,2569.98,2631.18,2550.69,2592.92,137965.31433,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-17,2592.92,2628.64,2587.31,2614.33,66751.38271,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-18,2614.33,2687.64,2594.59,2612.24,103719.58686,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-19,2612.24,2648.55,2563.42,2636.4,147352.2464,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-20,2636.4,2695.84,2554.3,2572.68,157673.63771,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-21,2572.68,2664.07,2535.19,2630.71,159322.24401,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-22,2630.71,2644.94,2583.87,2623.21,139475.70755,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
2024-08-23,2623.21,2800.0,2621.26,2762.7,189519.70127,2972.5382,2934.38685,2984.5366888642266,163.66785714285717,2654.5455,2873.316687987969,2435.7743120120313,31.99890514493586,2618.216472740371,2741.309602918671,-123.09313017829982,-113.12305289137527
